concept,label
obedience,Obedience
piety,piety
piety,piety
piety,Piety
piety,Piety
prudence,prudence
prudence,Prudence
purity,purity
resoluteness,resoluteness
stBartholomew,St. Bartholomew
success,success
theAnima,the anima
theEarth,the earth
theEarth,the Earth
theFeminine,the feminine
theHeavens,the heavens
theophany,theophany
theSubconscious,the subconscious
theTransitory,the transitory
thoth,Thoth
vigilance,vigilance
vigilance,vigilance
vigilance,Vigilance
vigilance,Vigilance
weakness,weakness
worldAxis,World Axis
worldliness,worldliness
worthlessness,worthlessness
zetaTauAlpha,Zeta Tau Alpha
harbingerOfSpring,harbinger of spring
harbingerOfSpring,harbinger of Spring
loveGoddesses,love goddesses
passions,passions
seshat,Seshat
13thWeddingAnniversaries,13th wedding anniversaries
anUnchangingPsychicSituation,an unchanging psychic situation
attachmentToAPreviousPositionOrBelief,attachment to a previous position or belief
bindingTheGoodAndAnObstacleToEvil,binding the good and an obstacle to evil
christAsJudgeAtTheSecondComing,Christ as judge at the Second Coming
abundance,abundance
abundance,Abundance
curiosity,curiosity
endurance,endurance
energy,energy
growth,growth
intelligence,intelligence
justice,justice
justice,Justice
levi,Levi
love,love
memory,memory
persistence,persistence
persuasion,persuasion
sin,sin
stAdrian,St. Adrian
stMatthias,St. Matthias
stMatthias,St. Matthias
stPaul,St. Paul
stPaul,St. Paul
stPeterMartyr,St. Peter Martyr
strength,strength
strength,Strength
theBody,the body
thePassionOfChrist,the Passion of Christ
thePassionOfChrist,the Passion of Christ
variety,variety
wisdom,wisdom
wisdom,Wisdom
zephaniah,Zephaniah
joshua,Joshua
judaism,Judaism
toil,toil
toil,Toil
aCleanAnimalToKillOneIsSinful,"a clean animal, to kill one is sinful"
anInhabitantOfTheSouthernContinent,an inhabitant of the Southern Continent
balancedFeminineEnergy,balanced feminine energy
callMeNotBeautiful,call me not beautiful
christSDescentIntoHell,Christ’s descent into hell
aMonsterOfChaos,a monster of chaos
aMonsterOfChaos,a monster of Chaos
coordinatedDesiresAndEmotionsWorkingForTheEvolutionOfTheSoul,coordinated desires and emotions working for the evolution of the soul
cosmicNight,cosmic night
divineStorm,divine storm
duelBetweenChaosAndCosmos,duel between chaos and cosmos
enchanter,enchanter
enduranceOftenWithAHorseshoeInItsMouth,endurance (often with a horseshoe in its mouth)
escapeFromTimeToPreTime,escape from time to pre-time
excessiveSelfGratification,excessive self-gratification
freeSpirit,free spirit
initiatingSpiritThanKillsAndRestoresToLife,initiating spirit than kills and restores to life
light,light
light,Light
manDesertedByGod,man deserted by God
mercuryMetal,mercury (metal)
misuseOfOneSTalents,misuse of one’s talents
oneWhoCanSuppressButNotDestroyEvil,one who can suppress but not destroy evil
oneWhoLivesLifeToTheFullest,one who lives life to the fullest
oneWhoTrustsInGod,one who trusts in God
pursuerOfTheIdealWhoMakesNoRealSacrificesToAttainIt,pursuer of the ideal who makes no real sacrifices to attain it
sincerityWithoutFineryOrDissimulation,sincerity without finery or dissimulation
sinfulMan,sinful man
stCuthbert,St. Cuthbert
testOfAuthenticityTruth,"test of authenticity, truth"
theContinuanceOfBirthAndRebirth,the continuance of birth and rebirth
theInexhaustiblePowerOfPlantLife,the inexhaustible power of plant life
theLowerPotentialitiesOfMan,the lower potentialities of man
theSpillingOfBlood,the spilling of blood
theUniversalLifeForce,the universal life force
tooManyConcernsOrTooMuchWork,too many concerns or too much work
transitoryFertility,transitory fertility
trialByADeity,trial by a deity
voluntaryReturnToPrimordialChaosFromWhichLifeProceeds,voluntary return to primordial chaos from which life proceeds
aLunarAnimal,a lunar animal
aquarius,Aquarius
christ,Christ
cowardice,cowardice
cruelty,cruelty
dissolution,dissolution
endurance,endurance
fecundity,fecundity
fertilization,fertilization
foolishness,foolishness
forgetfulness,forgetfulness
fragrance,fragrance
frankness,frankness
freedom,freedom
freeFishingRights,free fishing rights
freeFishingRights,free-fishing rights
gemini,Gemini
guideOfTheDead,guide of the dead
guideOfTheDead,guide of the dead
harmony,harmony
heresy,heresy
heresy,Heresy
hypocrisy,hypocrisy
hypocrisy,Hypocrisy
illumination,illumination
inconstancy,inconstancy
inconstancy,Inconstancy
shu,Shu
stJerome,St. Jerome
strength,strength
strength,Strength
sunHeroes,sun heroes
syria,Syria
tara,Tara
tara,Tara
tara,Tara
tauGammaSigma,Tau Gamma Sigma
tefnut,Tefnut
templeGuardian,temple guardian
theBeastOfTheSecondComing,the Beast of the Second Coming
theGorgons,the Gorgons
theGreatMother,the great Mother
theGreatMother,the Great Mother
theLunar,the lunar
theMomentOfDeath,the moment of death
theSolar,the solar
theSouthWind,the South wind
theSouthWind,the South wind
theSouthWind,the South wind
theWind,the wind
virginWarriorGoddesses,virgin warrior goddesses
worldNavel,World Navel
generativePower,generative power
inscrutability,inscrutability
loveGoddesses,love goddesses
motherlyLove,motherly love
phrygia,Phrygia
shehbui,Shehbui
shehbui,Shehbui
shehbui,Shehbui
shehbui,Shehbui
sparta,Sparta
thePhallus,the phallus
ability,ability
ability,ability
aDoctor,a doctor
anEvilWoman,an evil woman
annapurnaGoddess,Annapurna (goddess)
depictsTheActsOfDevotionPerformed,depicts the acts of devotion performed
divineFavor,divine favor
earth,earth
earth,Earth
females,females
fraternity,fraternity
heraclesHercules,Heracles/Hercules
heraldOfTheBirthOfASageOrWiseEmperor,herald of the birth of a sage or wise emperor
hiddenBeauty,hidden beauty
individualLightAsOpposedToCosmicLight,individual light (as opposed to cosmic light)
infanticide,infanticide
judasInTheBetrayalOfChrist,Judas in the betrayal of Christ
marriageRites,marriage rites
oftenShownOnAHillTheChurchWithFourStreamsRunningDownItTheGospels,often shown on a hill (the Church) with four streams running down it (the Gospels)
oneWhoHasEscapedTheLimitsOfBodilyExistence,one who has escaped the limits of bodily existence
parentsOfHeavenAndEarth,parents of heaven and earth
partOfABishopSRing,part of a bishop’s ring
pensiveBeauty,pensive beauty
producedTheWord,produced the Word
risenChrist,risen Christ
sacredWisdom,sacred wisdom
signOfAFairy,sign of a fairy
ssCosimas,SS Cosimas
stoneFor9ThWeddingAnniversaries,stone for 9th wedding anniversaries
strengtheningTheCenterObject,strengthening the center object
theFirmamentAndItsPower,the firmament and its power
theGoldenFleece,the Golden Fleece
theJealousyOfAChildlessWoman,the jealousy of a childless woman
thePassionOfChristSaintInArmorWithShieldAndLance,the Passion of Christ saint in armor with shield and lance
thePersonificationOfTheFullyRealizedPerfectedSelf,"the personification of the fully realized, perfected self"
theStarryNight,the starry night
theStarryNight,the starry night
theStarryNight,the starry night
theSufferingOfChrist,the suffering of Christ
theTerrestrialWorld,the terrestrial world
theTriumphant,the triumphant
transitoryLifeInTheFaceOfTheEternal,transitory life in the face of the eternal
transitoryTruth,transitory truth
warinessOfSpiritualAndBodilyAttack,wariness of spiritual and bodily attack
abel,Abel
androgyny,androgyny
benevolence,benevolence
christ,Christ
christ,Christ
confusion,confusion
cruelty,cruelty
damian,Damian
diogenes,Diogenes
distraction,distraction
eloquence,eloquence
england,England
fertility,fertility
fertility,fertility
forsaken,forsaken
fortunePersonified,Fortune personified
housewives,housewives
kali,Kali
love,love
maternity,maternity
happiness,happiness
harmoniousCooperation,harmonious cooperation
hathor,Hathor
hathor,Hathor
heat,heat
honesty,honesty
humility,humility
humility,Humility
hypocrisy,hypocrisy
hypocrisy,Hypocrisy
impotence,impotence
jeremiah,Jeremiah
joy,joy
jupiterPlanet,Jupiter (planet)
jupiterPlanet,Jupiter (planet)
love,love
love,love
love,love
maternity,maternity
maternity,maternity
minnesota,Minnesota
mut,Mut
neith,Neith
patriotism,patriotism
poison,poison
portentOfWar,portent of war
prohibition,prohibition
protection,protection
protection,protection
protection,protection
punishment,punishment
purification,purification
purification,purification
purification,purification
rapacity,rapacity
samsara,samsara
sleep,sleep
sleep,Sleep
southDakota,South Dakota
spiritualPassage,spiritual passage
storms,storms
theSun,the sun
theSun,the Sun
thunderAndLightning,thunder and lightning
vermont,Vermont
zephaniah,Zephaniah
evilSpirits,evil spirits
gideon,Gideon
satyrs,satyrs
psychicPower,psychic power
aBirdOfIllOmen,a bird of ill omen
aLowBird,a low bird
aNuisance,a nuisance
bloodSacrificeForTheProtectionOfAChild,blood sacrifice for the protection of a child
CharmToGiveABoyCunning,charm to give a boy cunning
chastityUsuallyOnAShield,Chastity (usually on a shield)
chiGammaEpsilon,Chi Gamma Epsilon
christAtEmmausSsJamesTheGreaterBridgetAndRochAreOftenPortrayedAsPilgrims,"Christ at Emmaus, SS James the Greater, Bridget, and Roch are often portrayed as pilgrims"
christSSufferingAndTheResurrection,Christ’s suffering and the Resurrection
Penitence,penitence
aDupe,a dupe
aTinker,a tinker
aTinker,a tinker
augurOfAStorm,augur of a storm
companionOfQuetzalcoatl,companion of Quetzalcoatl
companionOfQuetzalcoatl,companion of Quetzalcoatl
companionOfQuetzalcoatl,companion of Quetzalcoatl
deathAndRebirthByFire,death and rebirth by fire
divineMessengerOrGuide,divine messenger or guide
fengHuangShownAsHalfpeacockHalfPheasant,Feng-huang (shown as halfpeacock/half-pheasant)
homebody,homebody
hoOShownAsHalfPeacockHalfpheasant,Ho-o (shown as half-peacock/halfpheasant)
imperialApotheosis,imperial apotheosis
innerDetachmentFromTheWorld,inner detachment from the world
manInHisJourneyTowardSalvation,man in his journey toward salvation
markOfASlaveInVoluntaryServitude,mark of a slave in voluntary servitude
muteAudienceOfConfession,mute audience of confession
occasionallyPerseverance,occasionally Perseverance
renunciationOfWorldlyDesires,renunciation of worldly desires
royalSuccession,royal succession
simurgShownAsABirdWithAWomanSOrADogSHead,simurg (shown as a bird with a woman’s or a dog’s head)
theConsummationOfTheGreatWork,the consummation of the Great Work
theCycleOfDestructionAndRecreation,the cycle of destruction and recreation
theHumanBeingOnEarthTravelingTowardMysticCenter,"the human being on earth, traveling toward mystic center"
theJourneyTowardSalvation,the journey toward salvation
thePowerToOvercomeDeathChangeOrTragedy,"the power to overcome death, change, or tragedy"
theProcessOfSpiritualEvolutionAndGrowth,the process of spiritual evolution and growth
theRebirthAndPerpetuityOfTheRomanEmpire,the rebirth and perpetuity of the Roman empire
theRoseInGardensOfParadise,the rose in gardens of paradise
theSustainingPowerOfGod,the sustaining power of God
triumphOverDeath,triumph over death
anApprentice,an apprentice
anguish,anguish
aspiration,aspiration
aspiration,aspiration
bennu,Bennu
blessings,blessings
blessings,blessings
blessings,blessings
blessings,Blessings
venture,venture
wantonness,wantonness
wantonness,Wantonness
wisdom,wisdom
wisdom,Wisdom
wit,wit
worth,worth
worth,worth
adventure,adventure
sacredness,sacredness
stBavo,St. Bavo
superiority,superiority
superiority,superiority
sacredWells,sacred wells
instability,instability
lifeForce,life force
lifeForce,life-force
purity,purity
strength,strength
strength,Strength
theWomb,the womb
time,time
vitality,vitality
affectionateRemembrance,affectionate remembrance
centerOfIntuitiveKnowledge,center of intuitive knowledge
christSeldomUsedInModernTimes,Christ (seldom used in modern times)
ghost,ghost
creativeLight,creative light
creativityWisdom,"creativity, wisdom"
divineWillAndGuidance,divine will and guidance
eyeOfGod,eye of God
fierceHeat,fierce heat
fire,fire
gateOfMortals,gate of mortals
gatewayFromWhichDarkEmerges,gateway from which dark emerges
guidingLight,guiding light
harvest,harvest
inauguratesTheWayOfTheAncestors,inaugurates the Way of the Ancestors
lifeAndEarth,life and earth
lightOfTheUniverse,light of the universe
lightOfTheWorld,light of the world
louisXivOfFrance,Louis XIV of France
magnificentExample,magnificent example
mokosh,Mokosh
motherOfAll,Mother of All
oneSIncarnateCharacter,one’s incarnate character
potentialGood,potential good
promiseOfSalvation,promise of salvation
renewalOfLifeThroughDeath,renewal of life through death
supremeCosmicPower,supreme cosmic power
theCreationOfLight,the creation of light
theDivineEssenceInMan,the divine essence in man
theDivineLifeGiver,the divine life-giver
theEntranceToKnowledgeImmortality,"the entrance to knowledge, immortality"
theEyeOfAllah,the eye of Allah
theEyeOfOdin,the eye of Odin
theEyeOfVaruna,the eye of Varuna
theHeartAndItsDesires,the heart and its desires
theHeartOfTheSky,the heart of the sky
theHeartOfTheUniverse,the heart of the universe
theLightAndLoveOfGodTheFather,the light and love of God the Father
theLightOfBuddha,the light of Buddha
theLogos,the Logos
theMaker,the Maker
thePowerOfFeelingAndBelieving,the power of feeling and believing
theSourceOfLight,the source of light
theZenith,the zenith
truthPersonified,Truth personified
worldDoor,world door
youngManhood,young manhood
1,-1
1,-1-
1,1
apollo,Apollo
ashur,Ashur
authority,authority
authority,authority
autumn,Autumn
baal,Baal
bed,bed
blessing,blessing
blessing,blessing
coition,coition
death,death
death,Death
discipline,discipline
domination,domination
femininePower,feminine power
fertility,fertility
fertility,fertility
gammaEta,Gamma Eta
glory,glory
heaven,heaven
heliosSol,Helios/Sol
leo,Leo
leo,Leo
life,life
